line_id,transaction_id,line_number,product_id,quantity,unit_price,unit_cost,discount_pct,discount_amount,line_total_amount,line_cost_amount,tax_rate,tax_amount,created_at
6478,1844,5,148,3,516.71,267.58,0.0,0.0,1550.13,802.74,8.0,124.01,2023-10-02 17:14:00
6479,1845,1,143,4,66.47,38.32,15.0,39.88,226.0,153.28,8.0,18.08,2023-12-22 10:32:00
6480,1845,2,178,2,176.35,98.75,0.0,0.0,352.7,197.5,8.0,28.22,2023-12-22 10:32:00
6481,1845,3,57,2,492.52,234.8,10.0,98.5,886.54,469.6,8.0,70.92,2023-12-22 10:32:00
6482,1845,4,86,5,189.1,83.63,10.0,94.55,850.95,418.15,8.0,68.08,2023-12-22 10:32:00
6483,1846,1,54,1,266.14,117.9,0.0,0.0,266.14,117.9,8.0,21.29,2023-09-12 18:57:00
6484,1846,2,13,2,443.38,279.02,20.0,177.35,709.41,558.04,8.0,56.75,2023-09-12 18:57:00
6485,1846,3,47,2,269.32,123.84,5.0,26.93,511.71,247.68,8.0,40.94,2023-09-12 18:57:00
6486,1846,4,59,3,235.51,112.8,0.0,0.0,706.53,338.4,8.0,56.52,2023-09-12 18:57:00
6487,1846,5,109,4,25.01,16.05,15.0,15.01,85.03,64.2,8.0,6.8,2023-09-12 18:57:00
6488,1846,6,80,3,321.63,243.74,0.0,0.0,964.89,731.22,8.0,77.19,2023-09-12 18:57:00
6489,1847,1,59,1,235.51,112.8,0.0,0.0,235.51,112.8,8.0,18.84,2024-04-14 10:03:00
6490,1847,2,89,3,150.97,105.52,0.0,0.0,452.91,316.56,8.0,36.23,2024-04-14 10:03:00
6491,1848,1,125,1,209.65,144.3,0.0,0.0,209.65,144.3,8.0,16.77,2023-12-01 09:52:00
6492,1849,1,14,3,499.29,238.2,0.0,0.0,1497.87,714.6,8.0,119.83,2024-08-24 12:40:00
6493,1849,2,70,3,661.16,299.35,0.0,0.0,1983.48,898.05,8.0,158.68,2024-08-24 12:40:00
6494,1849,3,39,4,602.18,245.49,15.0,361.31,2047.41,981.96,8.0,163.79,2024-08-24 12:40:00
6495,1849,4,166,3,165.37,111.44,5.0,24.81,471.3,334.32,8.0,37.7,2024-08-24 12:40:00
6496,1849,5,176,1,89.49,62.33,20.0,17.9,71.59,62.33,8.0,5.73,2024-08-24 12:40:00
6497,1849,6,173,1,266.62,117.52,10.0,26.66,239.96,117.52,8.0,19.2,2024-08-24 12:40:00
6498,1850,1,125,5,209.65,144.3,0.0,0.0,1048.25,721.5,8.0,83.86,2023-11-25 11:32:00
6499,1851,1,191,3,566.98,264.16,0.0,0.0,1700.94,792.48,8.0,136.08,2023-12-20 08:22:00
6500,1851,2,58,1,203.32,150.99,10.0,20.33,182.99,150.99,8.0,14.64,2023-12-20 08:22:00
6501,1851,3,187,5,434.92,291.94,5.0,108.73,2065.87,1459.7,8.0,165.27,2023-12-20 08:22:00
6502,1851,4,177,4,115.0,78.95,0.0,0.0,460.0,315.8,8.0,36.8,2023-12-20 08:22:00
6503,1851,5,80,1,321.63,243.74,0.0,0.0,321.63,243.74,8.0,25.73,2023-12-20 08:22:00
6504,1851,6,157,3,481.62,203.9,20.0,288.97,1155.89,611.7,8.0,92.47,2023-12-20 08:22:00
6505,1852,1,45,2,97.88,45.0,20.0,39.15,156.61,90.0,8.0,12.53,2024-02-06 14:51:00
6506,1852,2,132,3,254.07,178.96,15.0,114.33,647.88,536.88,8.0,51.83,2024-02-06 14:51:00
6507,1853,1,172,5,447.19,228.01,10.0,223.59,2012.36,1140.05,8.0,160.99,2023-05-18 21:54:00
6508,1854,1,81,1,256.94,151.36,0.0,0.0,256.94,151.36,8.0,20.56,2023-01-01 15:27:00
6509,1855,1,171,5,473.55,273.74,0.0,0.0,2367.75,1368.7,8.0,189.42,2024-01-30 16:51:00
6510,1855,2,167,4,600.88,287.87,5.0,120.18,2283.34,1151.48,8.0,182.67,2024-01-30 16:51:00
6511,1855,3,108,4,536.66,277.85,0.0,0.0,2146.64,1111.4,8.0,171.73,2024-01-30 16:51:00
6512,1856,1,10,4,55.16,32.58,15.0,33.1,187.54,130.32,8.0,15.0,2024-06-01 08:47:00
6513,1856,2,28,1,473.35,290.21,0.0,0.0,473.35,290.21,8.0,37.87,2024-06-01 08:47:00
6514,1856,3,12,1,323.71,206.91,0.0,0.0,323.71,206.91,8.0,25.9,2024-06-01 08:47:00
6515,1856,4,21,2,262.01,180.17,0.0,0.0,524.02,360.34,8.0,41.92,2024-06-01 08:47:00
6516,1856,5,73,5,330.51,192.98,5.0,82.63,1569.92,964.9,8.0,125.59,2024-06-01 08:47:00
6517,1857,1,72,4,283.92,214.94,15.0,170.35,965.33,859.76,8.0,77.23,2024-07-04 17:13:00
6518,1858,1,138,3,345.22,139.74,0.0,0.0,1035.66,419.22,8.0,82.85,2024-02-22 16:30:00
6519,1858,2,188,4,70.02,53.85,0.0,0.0,280.08,215.4,8.0,22.41,2024-02-22 16:30:00
6520,1858,3,91,5,280.31,196.51,0.0,0.0,1401.55,982.55,8.0,112.12,2024-02-22 16:30:00
6521,1858,4,23,1,459.09,290.77,20.0,91.82,367.27,290.77,8.0,29.38,2024-02-22 16:30:00
6522,1858,5,136,3,616.98,250.29,0.0,0.0,1850.94,750.87,8.0,148.08,2024-02-22 16:30:00
6523,1858,6,176,1,89.49,62.33,20.0,17.9,71.59,62.33,8.0,5.73,2024-02-22 16:30:00
6524,1859,1,98,2,374.73,212.83,5.0,37.47,711.99,425.66,8.0,56.96,2024-07-24 16:48:00
6525,1859,2,123,5,311.24,143.88,15.0,233.43,1322.77,719.4,8.0,105.82,2024-07-24 16:48:00
6526,1860,1,29,2,233.21,136.5,0.0,0.0,466.42,273.0,8.0,37.31,2023-01-02 19:40:00
6527,1860,2,173,2,266.62,117.52,10.0,53.32,479.92,235.04,8.0,38.39,2023-01-02 19:40:00
6528,1860,3,172,4,447.19,228.01,10.0,178.88,1609.88,912.04,8.0,128.79,2023-01-02 19:40:00
6529,1860,4,75,2,71.89,50.85,0.0,0.0,143.78,101.7,8.0,11.5,2023-01-02 19:40:00
6530,1860,5,115,3,257.9,180.24,10.0,77.37,696.33,540.72,8.0,55.71,2023-01-02 19:40:00
6531,1861,1,57,4,492.52,234.8,10.0,197.01,1773.07,939.2,8.0,141.85,2024-12-30 20:01:00
6532,1861,2,13,5,443.38,279.02,20.0,443.38,1773.52,1395.1,8.0,141.88,2024-12-30 20:01:00
6533,1861,3,197,5,97.84,81.05,10.0,48.92,440.28,405.25,8.0,35.22,2024-12-30 20:01:00
6534,1861,4,103,5,104.39,49.58,20.0,104.39,417.56,247.9,8.0,33.4,2024-12-30 20:01:00
6535,1861,5,155,5,485.13,253.71,0.0,0.0,2425.65,1268.55,8.0,194.05,2024-12-30 20:01:00
6536,1862,1,67,4,401.44,168.1,0.0,0.0,1605.76,672.4,8.0,128.46,2024-02-26 15:57:00
6537,1863,1,116,3,45.39,19.65,15.0,20.43,115.74,58.95,8.0,9.26,2024-06-23 16:46:00
6538,1863,2,96,4,463.83,237.68,5.0,92.77,1762.55,950.72,8.0,141.0,2024-06-23 16:46:00
6539,1863,3,18,1,46.7,35.47,10.0,4.67,42.03,35.47,8.0,3.36,2024-06-23 16:46:00
6540,1863,4,144,1,331.24,158.13,15.0,49.69,281.55,158.13,8.0,22.52,2024-06-23 16:46:00
6541,1864,1,78,1,78.25,35.06,20.0,15.65,62.6,35.06,8.0,5.01,2024-01-10 21:25:00
6542,1864,2,64,5,528.24,226.18,0.0,0.0,2641.2,1130.9,8.0,211.3,2024-01-10 21:25:00
6543,1865,1,90,3,279.33,115.21,0.0,0.0,837.99,345.63,8.0,67.04,2023-01-17 19:02:00
6544,1865,2,136,4,616.98,250.29,0.0,0.0,2467.92,1001.16,8.0,197.43,2023-01-17 19:02:00
6545,1866,1,97,4,38.21,26.89,10.0,15.28,137.56,107.56,8.0,11.0,2023-01-19 18:12:00
6546,1867,1,141,2,492.42,240.97,0.0,0.0,984.84,481.94,8.0,78.79,2024-03-01 09:23:00
6547,1867,2,124,1,303.62,129.04,0.0,0.0,303.62,129.04,8.0,24.29,2024-03-01 09:23:00
6548,1867,3,173,1,266.62,117.52,10.0,26.66,239.96,117.52,8.0,19.2,2024-03-01 09:23:00
6549,1868,1,169,1,279.99,189.95,20.0,56.0,223.99,189.95,8.0,17.92,2023-10-25 13:20:00
6550,1869,1,141,4,492.42,240.97,0.0,0.0,1969.68,963.88,8.0,157.57,2023-02-07 18:36:00
6551,1869,2,54,2,266.14,117.9,0.0,0.0,532.28,235.8,8.0,42.58,2023-02-07 18:36:00
6552,1869,3,146,5,29.57,19.85,20.0,29.57,118.28,99.25,8.0,9.46,2023-02-07 18:36:00
6553,1869,4,127,5,147.27,66.77,20.0,147.27,589.08,333.85,8.0,47.13,2023-02-07 18:36:00
6554,1869,5,103,4,104.39,49.58,20.0,83.51,334.05,198.32,8.0,26.72,2023-02-07 18:36:00
6555,1870,1,64,1,528.24,226.18,0.0,0.0,528.24,226.18,8.0,42.26,2023-07-27 20:50:00
6556,1870,2,135,1,304.43,128.55,0.0,0.0,304.43,128.55,8.0,24.35,2023-07-27 20:50:00
6557,1870,3,57,1,492.52,234.8,10.0,49.25,443.27,234.8,8.0,35.46,2023-07-27 20:50:00
6558,1871,1,178,4,176.35,98.75,0.0,0.0,705.4,395.0,8.0,56.43,2024-09-25 11:01:00
6559,1871,2,183,5,226.14,122.05,15.0,169.6,961.1,610.25,8.0,76.89,2024-09-25 11:01:00
6560,1871,3,72,5,283.92,214.94,15.0,212.94,1206.66,1074.7,8.0,96.53,2024-09-25 11:01:00
6561,1871,4,28,4,473.35,290.21,0.0,0.0,1893.4,1160.84,8.0,151.47,2024-09-25 11:01:00
6562,1872,1,26,4,66.73,26.82,10.0,26.69,240.23,107.28,8.0,19.22,2024-05-23 19:12:00
6563,1872,2,134,2,137.24,65.62,15.0,41.17,233.31,131.24,8.0,18.66,2024-05-23 19:12:00
6564,1872,3,156,2,602.27,294.49,15.0,180.68,1023.86,588.98,8.0,81.91,2024-05-23 19:12:00
6565,1873,1,10,2,55.16,32.58,15.0,16.55,93.77,65.16,8.0,7.5,2023-01-05 10:08:00
6566,1873,2,34,3,184.23,87.11,0.0,0.0,552.69,261.33,8.0,44.22,2023-01-05 10:08:00
6567,1874,1,169,3,279.99,189.95,20.0,167.99,671.98,569.85,8.0,53.76,2023-04-15 10:23:00
6568,1875,1,4,4,312.35,152.29,20.0,249.88,999.52,609.16,8.0,79.96,2024-10-06 10:49:00
6569,1875,2,87,1,511.62,242.83,10.0,51.16,460.46,242.83,8.0,36.84,2024-10-06 10:49:00
6570,1875,3,18,5,46.7,35.47,10.0,23.35,210.15,177.35,8.0,16.81,2024-10-06 10:49:00
6571,1875,4,106,1,146.53,64.57,0.0,0.0,146.53,64.57,8.0,11.72,2024-10-06 10:49:00
6572,1875,5,104,2,429.83,246.43,0.0,0.0,859.66,492.86,8.0,68.77,2024-10-06 10:49:00
6573,1876,1,9,4,312.02,239.51,0.0,0.0,1248.08,958.04,8.0,99.85,2023-10-10 15:40:00
6574,1876,2,150,1,280.85,166.57,5.0,14.04,266.81,166.57,8.0,21.34,2023-10-10 15:40:00
6575,1876,3,143,3,66.47,38.32,15.0,29.91,169.5,114.96,8.0,13.56,2023-10-10 15:40:00
6576,1876,4,98,2,374.73,212.83,5.0,37.47,711.99,425.66,8.0,56.96,2023-10-10 15:40:00
6577,1876,5,50,4,162.33,135.18,15.0,97.4,551.92,540.72,8.0,44.15,2023-10-10 15:40:00
6578,1877,1,178,3,176.35,98.75,0.0,0.0,529.05,296.25,8.0,42.32,2023-05-29 10:51:00
6579,1877,2,143,5,66.47,38.32,15.0,49.85,282.5,191.6,8.0,22.6,2023-05-29 10:51:00
6580,1877,3,39,5,602.18,245.49,15.0,451.63,2559.27,1227.45,8.0,204.74,2023-05-29 10:51:00
6581,1878,1,11,1,398.08,171.93,0.0,0.0,398.08,171.93,8.0,31.85,2024-04-18 09:19:00
6582,1878,2,58,5,203.32,150.99,10.0,101.66,914.94,754.95,8.0,73.2,2024-04-18 09:19:00
6583,1878,3,19,1,421.77,218.83,0.0,0.0,421.77,218.83,8.0,33.74,2024-04-18 09:19:00
6584,1879,1,155,2,485.13,253.71,0.0,0.0,970.26,507.42,8.0,77.62,2023-05-05 12:50:00
6585,1880,1,129,5,12.4,10.29,15.0,9.3,52.7,51.45,8.0,4.22,2023-09-28 15:59:00
6586,1881,1,169,3,279.99,189.95,20.0,167.99,671.98,569.85,8.0,53.76,2023-05-09 19:20:00
6587,1881,2,174,4,218.67,92.93,10.0,87.47,787.21,371.72,8.0,62.98,2023-05-09 19:20:00
6588,1881,3,154,4,261.32,153.71,5.0,52.26,993.02,614.84,8.0,79.44,2023-05-09 19:20:00
6589,1881,4,37,5,123.99,59.0,10.0,61.99,557.96,295.0,8.0,44.64,2023-05-09 19:20:00
6590,1882,1,51,1,410.82,201.03,15.0,61.62,349.2,201.03,8.0,27.94,2023-09-26 09:17:00
6591,1883,1,179,2,115.5,77.62,20.0,46.2,184.8,155.24,8.0,14.78,2023-01-10 13:58:00
6592,1884,1,10,1,55.16,32.58,15.0,8.27,46.89,32.58,8.0,3.75,2023-01-03 12:19:00
6593,1884,2,129,5,12.4,10.29,15.0,9.3,52.7,51.45,8.0,4.22,2023-01-03 12:19:00
6594,1884,3,93,3,258.66,193.7,15.0,116.4,659.58,581.1,8.0,52.77,2023-01-03 12:19:00
6595,1884,4,107,1,483.34,257.7,10.0,48.33,435.01,257.7,8.0,34.8,2023-01-03 12:19:00
6596,1885,1,6,2,400.14,230.48,15.0,120.04,680.24,460.96,8.0,54.42,2024-04-14 16:13:00
6597,1886,1,121,3,439.97,205.82,0.0,0.0,1319.91,617.46,8.0,105.59,2023-06-06 15:20:00
6598,1886,2,154,1,261.32,153.71,5.0,13.07,248.25,153.71,8.0,19.86,2023-06-06 15:20:00
6599,1886,3,69,2,194.88,101.55,0.0,0.0,389.76,203.1,8.0,31.18,2023-06-06 15:20:00
6600,1886,4,14,2,499.29,238.2,0.0,0.0,998.58,476.4,8.0,79.89,2023-06-06 15:20:00
6601,1886,5,117,4,198.75,144.86,0.0,0.0,795.0,579.44,8.0,63.6,2023-06-06 15:20:00
6602,1886,6,186,3,387.57,251.29,5.0,58.14,1104.57,753.87,8.0,88.37,2023-06-06 15:20:00
6603,1887,1,64,1,528.24,226.18,0.0,0.0,528.24,226.18,8.0,42.26,2024-04-05 08:38:00
6604,1887,2,156,2,602.27,294.49,15.0,180.68,1023.86,588.98,8.0,81.91,2024-04-05 08:38:00
6605,1888,1,2,4,319.65,142.47,0.0,0.0,1278.6,569.88,8.0,102.29,2024-10-07 14:19:00
6606,1889,1,12,1,323.71,206.91,0.0,0.0,323.71,206.91,8.0,25.9,2023-03-08 19:41:00
6607,1889,2,90,1,279.33,115.21,0.0,0.0,279.33,115.21,8.0,22.35,2023-03-08 19:41:00
6608,1889,3,126,1,109.67,47.25,0.0,0.0,109.67,47.25,8.0,8.77,2023-03-08 19:41:00
6609,1889,4,102,1,139.99,59.54,0.0,0.0,139.99,59.54,8.0,11.2,2023-03-08 19:41:00
6610,1889,5,62,5,506.87,220.34,5.0,126.72,2407.63,1101.7,8.0,192.61,2023-03-08 19:41:00
6611,1890,1,100,3,83.97,50.31,20.0,50.38,201.53,150.93,8.0,16.12,2023-11-26 11:25:00
6612,1891,1,97,5,38.21,26.89,10.0,19.11,171.94,134.45,8.0,13.76,2024-04-20 17:19:00
6613,1891,2,199,3,395.59,227.72,0.0,0.0,1186.77,683.16,8.0,94.94,2024-04-20 17:19:00
6614,1891,3,163,5,134.81,87.34,0.0,0.0,674.05,436.7,8.0,53.92,2024-04-20 17:19:00
6615,1891,4,150,3,280.85,166.57,5.0,42.13,800.42,499.71,8.0,64.03,2024-04-20 17:19:00
6616,1891,5,133,5,410.5,200.28,5.0,102.62,1949.88,1001.4,8.0,155.99,2024-04-20 17:19:00
6617,1892,1,120,4,484.06,198.56,0.0,0.0,1936.24,794.24,8.0,154.9,2023-01-26 08:58:00
6618,1892,2,2,4,319.65,142.47,0.0,0.0,1278.6,569.88,8.0,102.29,2023-01-26 08:58:00
6619,1892,3,193,2,123.84,72.8,10.0,24.77,222.91,145.6,8.0,17.83,2023-01-26 08:58:00
6620,1892,4,19,4,421.77,218.83,0.0,0.0,1687.08,875.32,8.0,134.97,2023-01-26 08:58:00
6621,1893,1,29,1,233.21,136.5,0.0,0.0,233.21,136.5,8.0,18.66,2023-02-07 15:33:00
6622,1894,1,24,3,343.12,179.71,15.0,154.4,874.96,539.13,8.0,70.0,2023-10-12 17:01:00
6623,1894,2,69,3,194.88,101.55,0.0,0.0,584.64,304.65,8.0,46.77,2023-10-12 17:01:00
6624,1895,1,78,3,78.25,35.06,20.0,46.95,187.8,105.18,8.0,15.02,2023-08-27 18:42:00
6625,1895,2,170,3,25.6,12.01,0.0,0.0,76.8,36.03,8.0,6.14,2023-08-27 18:42:00
6626,1895,3,145,2,20.38,8.44,20.0,8.15,32.61,16.88,8.0,2.61,2023-08-27 18:42:00
6627,1895,4,187,2,434.92,291.94,5.0,43.49,826.35,583.88,8.0,66.11,2023-08-27 18:42:00
6628,1895,5,105,5,88.42,40.48,20.0,88.42,353.68,202.4,8.0,28.29,2023-08-27 18:42:00
6629,1896,1,80,5,321.63,243.74,0.0,0.0,1608.15,1218.7,8.0,128.65,2023-09-07 08:56:00
6630,1897,1,184,4,406.12,222.1,20.0,324.9,1299.58,888.4,8.0,103.97,2023-12-23 11:46:00
6631,1897,2,29,4,233.21,136.5,0.0,0.0,932.84,546.0,8.0,74.63,2023-12-23 11:46:00
6632,1897,3,190,2,83.5,44.74,0.0,0.0,167.0,89.48,8.0,13.36,2023-12-23 11:46:00
6633,1897,4,158,1,139.15,63.97,0.0,0.0,139.15,63.97,8.0,11.13,2023-12-23 11:46:00
6634,1898,1,184,5,406.12,222.1,20.0,406.12,1624.48,1110.5,8.0,129.96,2023-06-08 12:32:00
6635,1898,2,186,3,387.57,251.29,5.0,58.14,1104.57,753.87,8.0,88.37,2023-06-08 12:32:00
6636,1898,3,39,5,602.18,245.49,15.0,451.63,2559.27,1227.45,8.0,204.74,2023-06-08 12:32:00
6637,1898,4,51,4,410.82,201.03,15.0,246.49,1396.79,804.12,8.0,111.74,2023-06-08 12:32:00
6638,1899,1,67,1,401.44,168.1,0.0,0.0,401.44,168.1,8.0,32.12,2024-07-20 15:42:00
6639,1900,1,9,3,312.02,239.51,0.0,0.0,936.06,718.53,8.0,74.88,2024-05-08 17:24:00
6640,1900,2,111,5,436.77,291.89,0.0,0.0,2183.85,1459.45,8.0,174.71,2024-05-08 17:24:00
6641,1900,3,2,1,319.65,142.47,0.0,0.0,319.65,142.47,8.0,25.57,2024-05-08 17:24:00
6642,1900,4,94,4,512.35,247.39,0.0,0.0,2049.4,989.56,8.0,163.95,2024-05-08 17:24:00
6643,1901,1,7,5,243.47,199.49,0.0,0.0,1217.35,997.45,8.0,97.39,2023-05-05 14:08:00
6644,1901,2,101,5,87.5,55.4,0.0,0.0,437.5,277.0,8.0,35.0,2023-05-05 14:08:00
6645,1901,3,179,5,115.5,77.62,20.0,115.5,462.0,388.1,8.0,36.96,2023-05-05 14:08:00
6646,1902,1,115,3,257.9,180.24,10.0,77.37,696.33,540.72,8.0,55.71,2024-08-29 16:44:00
6647,1902,2,4,3,312.35,152.29,20.0,187.41,749.64,456.87,8.0,59.97,2024-08-29 16:44:00
6648,1902,3,27,4,478.22,211.98,20.0,382.58,1530.3,847.92,8.0,122.42,2024-08-29 16:44:00
6649,1902,4,76,1,71.25,31.67,0.0,0.0,71.25,31.67,8.0,5.7,2024-08-29 16:44:00
6650,1902,5,170,2,25.6,12.01,0.0,0.0,51.2,24.02,8.0,4.1,2024-08-29 16:44:00
6651,1903,1,102,3,139.99,59.54,0.0,0.0,419.97,178.62,8.0,33.6,2023-04-12 19:34:00
6652,1903,2,192,3,406.96,182.25,15.0,183.13,1037.75,546.75,8.0,83.02,2023-04-12 19:34:00
6653,1903,3,150,2,280.85,166.57,5.0,28.09,533.61,333.14,8.0,42.69,2023-04-12 19:34:00
6654,1903,4,39,5,602.18,245.49,15.0,451.63,2559.27,1227.45,8.0,204.74,2023-04-12 19:34:00
6655,1904,1,21,1,262.01,180.17,0.0,0.0,262.01,180.17,8.0,20.96,2023-02-24 08:03:00
6656,1904,2,29,3,233.21,136.5,0.0,0.0,699.63,409.5,8.0,55.97,2023-02-24 08:03:00
6657,1904,3,171,4,473.55,273.74,0.0,0.0,1894.2,1094.96,8.0,151.54,2023-02-24 08:03:00
6658,1904,4,198,1,168.14,125.61,0.0,0.0,168.14,125.61,8.0,13.45,2023-02-24 08:03:00
6659,1904,5,192,4,406.96,182.25,15.0,244.18,1383.66,729.0,8.0,110.69,2023-02-24 08:03:00
6660,1904,6,15,1,472.39,290.83,5.0,23.62,448.77,290.83,8.0,35.9,2023-02-24 08:03:00
6661,1905,1,36,1,422.49,187.12,10.0,42.25,380.24,187.12,8.0,30.42,2024-09-30 18:32:00
6662,1906,1,171,5,473.55,273.74,0.0,0.0,2367.75,1368.7,8.0,189.42,2023-07-17 16:54:00
6663,1906,2,97,1,38.21,26.89,10.0,3.82,34.39,26.89,8.0,2.75,2023-07-17 16:54:00
6664,1906,3,147,5,185.39,136.89,5.0,46.35,880.6,684.45,8.0,70.45,2023-07-17 16:54:00
6665,1907,1,32,2,604.09,279.33,0.0,0.0,1208.18,558.66,8.0,96.65,2023-09-28 18:16:00
6666,1907,2,127,4,147.27,66.77,20.0,117.82,471.26,267.08,8.0,37.7,2023-09-28 18:16:00
6667,1907,3,174,3,218.67,92.93,10.0,65.6,590.41,278.79,8.0,47.23,2023-09-28 18:16:00
6668,1907,4,120,3,484.06,198.56,0.0,0.0,1452.18,595.68,8.0,116.17,2023-09-28 18:16:00
6669,1907,5,161,4,151.21,64.91,15.0,90.73,514.11,259.64,8.0,41.13,2023-09-28 18:16:00
6670,1908,1,6,2,400.14,230.48,15.0,120.04,680.24,460.96,8.0,54.42,2024-07-14 10:56:00
6671,1908,2,106,1,146.53,64.57,0.0,0.0,146.53,64.57,8.0,11.72,2024-07-14 10:56:00
6672,1909,1,184,3,406.12,222.1,20.0,243.67,974.69,666.3,8.0,77.98,2023-03-06 18:40:00
6673,1909,2,58,1,203.32,150.99,10.0,20.33,182.99,150.99,8.0,14.64,2023-03-06 18:40:00
6674,1909,3,8,4,578.57,242.82,0.0,0.0,2314.28,971.28,8.0,185.14,2023-03-06 18:40:00
6675,1909,4,40,5,356.48,239.78,10.0,178.24,1604.16,1198.9,8.0,128.33,2023-03-06 18:40:00
6676,1909,5,49,2,314.94,172.01,0.0,0.0,629.88,344.02,8.0,50.39,2023-03-06 18:40:00
6677,1909,6,106,4,146.53,64.57,0.0,0.0,586.12,258.28,8.0,46.89,2023-03-06 18:40:00
6678,1910,1,38,5,309.82,168.7,20.0,309.82,1239.28,843.5,8.0,99.14,2023-10-08 08:53:00
6679,1910,2,58,1,203.32,150.99,10.0,20.33,182.99,150.99,8.0,14.64,2023-10-08 08:53:00
6680,1911,1,103,2,104.39,49.58,20.0,41.76,167.02,99.16,8.0,13.36,2024-06-30 10:56:00
6681,1911,2,117,4,198.75,144.86,0.0,0.0,795.0,579.44,8.0,63.6,2024-06-30 10:56:00
6682,1911,3,27,5,478.22,211.98,20.0,478.22,1912.88,1059.9,8.0,153.03,2024-06-30 10:56:00
6683,1911,4,45,3,97.88,45.0,20.0,58.73,234.91,135.0,8.0,18.79,2024-06-30 10:56:00
6684,1911,5,98,5,374.73,212.83,5.0,93.68,1779.97,1064.15,8.0,142.4,2024-06-30 10:56:00
6685,1911,6,155,5,485.13,253.71,0.0,0.0,2425.65,1268.55,8.0,194.05,2024-06-30 10:56:00
6686,1912,1,78,3,78.25,35.06,20.0,46.95,187.8,105.18,8.0,15.02,2024-02-29 20:16:00
6687,1912,2,176,2,89.49,62.33,20.0,35.8,143.18,124.66,8.0,11.45,2024-02-29 20:16:00
6688,1912,3,134,4,137.24,65.62,15.0,82.34,466.62,262.48,8.0,37.33,2024-02-29 20:16:00
6689,1913,1,57,4,492.52,234.8,10.0,197.01,1773.07,939.2,8.0,141.85,2023-04-29 09:19:00
6690,1913,2,12,3,323.71,206.91,0.0,0.0,971.13,620.73,8.0,77.69,2023-04-29 09:19:00
6691,1914,1,82,5,372.71,186.16,5.0,93.18,1770.37,930.8,8.0,141.63,2024-05-05 09:53:00
6692,1914,2,180,1,199.42,148.66,20.0,39.88,159.54,148.66,8.0,12.76,2024-05-05 09:53:00
6693,1914,3,90,4,279.33,115.21,0.0,0.0,1117.32,460.84,8.0,89.39,2024-05-05 09:53:00
6694,1915,1,148,2,516.71,267.58,0.0,0.0,1033.42,535.16,8.0,82.67,2023-02-23 10:59:00
6695,1915,2,26,1,66.73,26.82,10.0,6.67,60.06,26.82,8.0,4.8,2023-02-23 10:59:00
6696,1915,3,177,3,115.0,78.95,0.0,0.0,345.0,236.85,8.0,27.6,2023-02-23 10:59:00
6697,1916,1,56,2,191.12,108.7,0.0,0.0,382.24,217.4,8.0,30.58,2024-02-11 14:46:00
6698,1917,1,89,5,150.97,105.52,0.0,0.0,754.85,527.6,8.0,60.39,2023-01-07 10:39:00
6699,1917,2,169,5,279.99,189.95,20.0,279.99,1119.96,949.75,8.0,89.6,2023-01-07 10:39:00
6700,1917,3,159,4,82.03,35.23,15.0,49.22,278.9,140.92,8.0,22.31,2023-01-07 10:39:00
6701,1918,1,81,2,256.94,151.36,0.0,0.0,513.88,302.72,8.0,41.11,2024-01-03 15:54:00
6702,1918,2,196,3,403.42,237.92,5.0,60.51,1149.75,713.76,8.0,91.98,2024-01-03 15:54:00
6703,1918,3,89,4,150.97,105.52,0.0,0.0,603.88,422.08,8.0,48.31,2024-01-03 15:54:00
6704,1918,4,18,3,46.7,35.47,10.0,14.01,126.09,106.41,8.0,10.09,2024-01-03 15:54:00
6705,1918,5,145,1,20.38,8.44,20.0,4.08,16.3,8.44,8.0,1.3,2024-01-03 15:54:00
6706,1919,1,136,4,616.98,250.29,0.0,0.0,2467.92,1001.16,8.0,197.43,2024-04-11 08:13:00
6707,1919,2,109,4,25.01,16.05,15.0,15.01,85.03,64.2,8.0,6.8,2024-04-11 08:13:00
6708,1919,3,38,1,309.82,168.7,20.0,61.96,247.86,168.7,8.0,19.83,2024-04-11 08:13:00
6709,1919,4,91,1,280.31,196.51,0.0,0.0,280.31,196.51,8.0,22.42,2024-04-11 08:13:00
6710,1919,5,101,2,87.5,55.4,0.0,0.0,175.0,110.8,8.0,14.0,2024-04-11 08:13:00
6711,1919,6,168,3,291.71,156.72,15.0,131.27,743.86,470.16,8.0,59.51,2024-04-11 08:13:00
6712,1920,1,102,5,139.99,59.54,0.0,0.0,699.95,297.7,8.0,56.0,2023-01-15 16:02:00
6713,1920,2,64,2,528.24,226.18,0.0,0.0,1056.48,452.36,8.0,84.52,2023-01-15 16:02:00
6714,1920,3,9,5,312.02,239.51,0.0,0.0,1560.1,1197.55,8.0,124.81,2023-01-15 16:02:00
6715,1921,1,121,5,439.97,205.82,0.0,0.0,2199.85,1029.1,8.0,175.99,2023-06-25 20:07:00
6716,1922,1,140,2,348.9,264.15,0.0,0.0,697.8,528.3,8.0,55.82,2024-03-13 13:48:00
6717,1922,2,90,1,279.33,115.21,0.0,0.0,279.33,115.21,8.0,22.35,2024-03-13 13:48:00
6718,1922,3,39,4,602.18,245.49,15.0,361.31,2047.41,981.96,8.0,163.79,2024-03-13 13:48:00
6719,1923,1,121,2,439.97,205.82,0.0,0.0,879.94,411.64,8.0,70.4,2024-07-17 12:08:00
