transaction_id,transaction_code,transaction_date,store_id,customer_id,cashier_id,transaction_type,channel,subtotal_amount,discount_amount,tax_amount,total_amount,loyalty_points_earned,loyalty_points_redeemed,notes,created_at
1616,TXN00001616,2024-10-29 13:49:00,2,,12,SALE,ONLINE,1598.25,0.0,127.86,1726.11,1726,0,,2024-10-29 13:49:00
1617,TXN00001617,2024-05-18 13:40:00,17,288,2,SALE,IN_STORE,3896.63,326.82,285.58,3855.39,3855,0,,2024-05-18 13:40:00
1618,TXN00001618,2023-03-07 18:32:00,5,7,43,SALE,MOBILE,2098.25,116.18,158.56,2140.63,2140,0,,2023-03-07 18:32:00
1619,TXN00001619,2023-06-15 11:54:00,12,93,41,SALE,MOBILE,661.97,35.37,50.13,676.73,676,0,,2023-06-15 11:54:00
1620,TXN00001620,2023-01-14 20:31:00,13,22,16,SALE,ONLINE,6433.99,671.59,460.99,6223.39,6223,0,,2023-01-14 20:31:00
1621,TXN00001621,2024-12-07 09:51:00,11,401,35,SALE,ONLINE,7339.08,429.63,552.75,7462.2,7462,0,,2024-12-07 09:51:00
1622,TXN00001622,2023-08-13 12:21:00,10,191,33,SALE,IN_STORE,7009.11,808.03,496.09,6697.17,6697,0,,2023-08-13 12:21:00
1623,TXN00001623,2024-03-15 18:10:00,12,484,10,SALE,IN_STORE,2996.3,373.14,209.86,2833.02,2833,0,,2024-03-15 18:10:00
1624,TXN00001624,2023-01-05 16:57:00,16,242,20,SALE,IN_STORE,4199.68,380.78,305.5,4124.4,4124,0,,2023-01-05 16:57:00
1625,TXN00001625,2024-07-02 08:22:00,20,444,21,SALE,IN_STORE,1210.26,60.51,91.98,1241.73,1241,0,,2024-07-02 08:22:00
1626,TXN00001626,2024-02-15 15:10:00,20,138,15,SALE,MOBILE,5332.2,655.53,374.15,5050.82,5050,0,,2024-02-15 15:10:00
1627,TXN00001627,2023-11-19 12:40:00,5,303,2,SALE,IN_STORE,1223.42,134.85,87.08,1175.65,1175,0,,2023-11-19 12:40:00
1628,TXN00001628,2023-04-23 13:02:00,5,180,14,SALE,ONLINE,2354.45,46.2,184.65,2492.9,2492,0,,2023-04-23 13:02:00
1629,TXN00001629,2023-09-29 20:43:00,5,306,10,SALE,IN_STORE,3016.82,268.63,219.85,2968.04,2968,0,,2023-09-29 20:43:00
1630,TXN00001630,2024-02-15 13:11:00,9,86,45,SALE,IN_STORE,4641.33,577.46,325.11,4388.98,4388,0,,2024-02-15 13:11:00
1631,TXN00001631,2023-07-17 16:45:00,12,271,21,SALE,IN_STORE,5592.4,172.21,433.62,5853.81,5853,0,,2023-07-17 16:45:00
1632,TXN00001632,2023-11-08 13:53:00,16,473,49,SALE,ONLINE,1147.45,72.31,86.01,1161.15,1161,0,,2023-11-08 13:53:00
1633,TXN00001633,2024-03-01 15:12:00,6,56,9,SALE,IN_STORE,2616.7,233.46,190.66,2573.9,2573,0,,2024-03-01 15:12:00
1634,TXN00001634,2023-06-20 20:27:00,12,369,17,SALE,MOBILE,984.0,108.19,70.06,945.87,945,0,,2023-06-20 20:27:00
1635,TXN00001635,2024-03-28 14:10:00,17,336,4,SALE,ONLINE,468.7,70.31,31.87,430.26,430,0,,2024-03-28 14:10:00
1636,TXN00001636,2024-03-17 11:01:00,8,,28,SALE,MOBILE,507.41,49.98,36.59,494.02,494,0,,2024-03-17 11:01:00
1637,TXN00001637,2024-12-30 13:46:00,2,17,49,SALE,IN_STORE,2614.99,209.72,192.42,2597.69,2597,0,,2024-12-30 13:46:00
1638,TXN00001638,2023-02-09 12:32:00,17,272,24,SALE,MOBILE,1110.01,158.94,76.08,1027.15,1027,0,,2023-02-09 12:32:00
1639,TXN00001639,2024-11-26 10:35:00,10,440,17,SALE,IN_STORE,630.1,27.84,48.18,650.44,650,0,,2024-11-26 10:35:00
1640,TXN00001640,2024-01-23 15:11:00,12,227,13,SALE,IN_STORE,5418.01,679.59,379.08,5117.5,5117,0,,2024-01-23 15:11:00
1641,TXN00001641,2024-03-22 17:23:00,7,128,31,SALE,ONLINE,750.48,41.37,56.72,765.83,765,0,,2024-03-22 17:23:00
1642,TXN00001642,2023-05-31 18:37:00,4,209,39,SALE,IN_STORE,1066.48,106.65,76.79,1036.62,1036,0,,2023-05-31 18:37:00
1643,TXN00001643,2024-04-07 11:54:00,11,466,44,SALE,MOBILE,1473.1,201.34,101.74,1373.5,1373,0,,2024-04-07 11:54:00
1644,TXN00001644,2023-08-23 21:39:00,2,251,16,SALE,ONLINE,1680.25,302.69,110.2,1487.76,1487,0,,2023-08-23 21:39:00
1645,TXN00001645,2023-08-12 18:29:00,3,227,33,SALE,MOBILE,2342.56,20.04,185.81,2508.33,2508,0,,2023-08-12 18:29:00
1646,TXN00001646,2024-10-20 12:22:00,16,,4,SALE,IN_STORE,3731.31,147.11,286.73,3870.93,3870,0,,2024-10-20 12:22:00
1647,TXN00001647,2024-06-17 11:35:00,5,194,39,SALE,ONLINE,2487.85,425.19,165.01,2227.67,2227,0,,2024-06-17 11:35:00
1648,TXN00001648,2023-02-18 11:41:00,13,204,39,SALE,MOBILE,661.16,0.0,52.89,714.05,714,0,,2023-02-18 11:41:00
1649,TXN00001649,2024-11-26 13:19:00,14,236,16,SALE,MOBILE,4247.86,294.96,316.24,4269.14,4269,0,,2024-11-26 13:19:00
1650,TXN00001650,2023-11-18 09:15:00,6,,35,SALE,ONLINE,322.13,46.41,22.06,297.78,297,0,,2023-11-18 09:15:00
1651,TXN00001651,2024-07-02 18:35:00,1,,50,SALE,MOBILE,656.53,91.52,45.2,610.21,610,0,,2024-07-02 18:35:00
1652,TXN00001652,2024-10-14 14:14:00,13,371,39,SALE,IN_STORE,1347.57,71.98,102.05,1377.64,1377,0,,2024-10-14 14:14:00
1653,TXN00001653,2024-10-25 15:27:00,17,157,45,SALE,MOBILE,3960.45,522.97,275.0,3712.48,3712,0,,2024-10-25 15:27:00
1654,TXN00001654,2023-01-10 15:07:00,2,468,7,SALE,IN_STORE,4674.52,273.77,352.05,4752.8,4752,0,,2023-01-10 15:07:00
1655,TXN00001655,2023-04-23 20:37:00,1,42,42,SALE,ONLINE,792.27,158.45,50.71,684.53,684,0,,2023-04-23 20:37:00
1656,TXN00001656,2023-05-26 17:25:00,12,242,28,SALE,ONLINE,3106.32,289.4,225.35,3042.27,3042,0,,2023-05-26 17:25:00
1657,TXN00001657,2024-12-01 20:07:00,8,376,9,SALE,MOBILE,3208.69,323.97,230.78,3115.5,3115,0,,2024-12-01 20:07:00
1658,TXN00001658,2024-07-10 11:01:00,13,226,35,SALE,MOBILE,2728.95,29.45,215.96,2915.46,2915,0,,2024-07-10 11:01:00
1659,TXN00001659,2023-06-19 19:08:00,10,24,5,SALE,ONLINE,1435.31,228.72,96.52,1303.11,1303,0,,2023-06-19 19:08:00
1660,TXN00001660,2023-07-29 19:13:00,13,218,5,SALE,ONLINE,71.25,0.0,5.7,76.95,76,0,,2023-07-29 19:13:00
1661,TXN00001661,2024-10-03 18:06:00,4,90,26,SALE,MOBILE,2472.62,480.27,159.38,2151.73,2151,0,,2024-10-03 18:06:00
1662,TXN00001662,2023-09-26 15:01:00,7,213,38,SALE,MOBILE,1857.39,99.25,140.65,1898.79,1898,0,,2023-09-26 15:01:00
1663,TXN00001663,2024-07-26 20:14:00,1,283,35,SALE,IN_STORE,1735.71,0.0,138.86,1874.57,1874,0,,2024-07-26 20:14:00
1664,TXN00001664,2024-02-16 19:14:00,20,117,25,SALE,ONLINE,5209.75,215.76,399.51,5393.5,5393,0,,2024-02-16 19:14:00
1665,TXN00001665,2023-09-28 08:24:00,8,23,31,SALE,IN_STORE,6026.97,753.51,421.88,5695.34,5695,0,,2023-09-28 08:24:00
1666,TXN00001666,2024-07-03 09:28:00,7,,37,SALE,ONLINE,8471.63,436.8,642.77,8677.6,8677,0,,2024-07-03 09:28:00
1667,TXN00001667,2023-06-15 21:08:00,20,162,8,SALE,ONLINE,109.67,0.0,8.77,118.44,118,0,,2023-06-15 21:08:00
1668,TXN00001668,2023-12-31 16:47:00,14,214,35,SALE,MOBILE,2515.7,503.14,161.0,2173.56,2173,0,,2023-12-31 16:47:00
1669,TXN00001669,2023-08-05 18:51:00,1,253,29,SALE,IN_STORE,3733.66,496.85,258.94,3495.75,3495,0,,2023-08-05 18:51:00
1670,TXN00001670,2024-09-15 14:13:00,4,157,42,SALE,MOBILE,6307.0,744.5,445.0,6007.5,6007,0,,2024-09-15 14:13:00
1671,TXN00001671,2023-06-20 19:03:00,2,486,42,SALE,IN_STORE,806.84,40.34,61.32,827.82,827,0,,2023-06-20 19:03:00
1672,TXN00001672,2023-12-23 11:50:00,3,253,40,SALE,MOBILE,2757.05,129.04,210.24,2838.25,2838,0,,2023-12-23 11:50:00
1673,TXN00001673,2023-02-16 12:44:00,19,,50,SALE,ONLINE,6372.24,426.42,475.66,6421.48,6421,0,,2023-02-16 12:44:00
1674,TXN00001674,2023-08-29 18:38:00,8,216,21,SALE,ONLINE,7008.15,130.81,550.19,7427.53,7427,0,,2023-08-29 18:38:00
1675,TXN00001675,2024-09-06 19:47:00,15,36,32,SALE,ONLINE,461.31,69.19,31.37,423.49,423,0,,2024-09-06 19:47:00
1676,TXN00001676,2023-02-08 09:44:00,6,208,17,SALE,ONLINE,4602.83,108.78,359.53,4853.58,4853,0,,2023-02-08 09:44:00
1677,TXN00001677,2023-02-23 17:15:00,11,398,39,SALE,ONLINE,672.56,0.0,53.8,726.36,726,0,,2023-02-23 17:15:00
1678,TXN00001678,2023-02-17 18:37:00,11,319,41,SALE,ONLINE,3229.98,193.1,242.95,3279.83,3279,0,,2023-02-17 18:37:00
1679,TXN00001679,2024-09-11 21:11:00,18,313,5,SALE,IN_STORE,5927.01,69.05,468.64,6326.6,6326,0,,2024-09-11 21:11:00
1680,TXN00001680,2023-01-30 15:44:00,7,232,1,SALE,MOBILE,1499.16,140.06,108.73,1467.83,1467,0,,2023-01-30 15:44:00
1681,TXN00001681,2023-06-24 19:54:00,5,331,27,SALE,MOBILE,3124.0,413.23,216.86,2927.63,2927,0,,2023-06-24 19:54:00
1682,TXN00001682,2023-01-15 09:57:00,8,158,43,SALE,MOBILE,4149.68,103.48,323.69,4369.89,4369,0,,2023-01-15 09:57:00
1683,TXN00001683,2024-01-12 08:44:00,6,126,22,SALE,ONLINE,2655.03,39.88,209.21,2824.36,2824,0,,2024-01-12 08:44:00
1684,TXN00001684,2023-04-16 12:31:00,20,146,30,SALE,IN_STORE,1246.66,204.65,83.36,1125.37,1125,0,,2023-04-16 12:31:00
1685,TXN00001685,2023-04-06 18:40:00,5,167,21,SALE,MOBILE,3302.95,433.55,229.55,3098.95,3098,0,,2023-04-06 18:40:00
1686,TXN00001686,2023-02-06 18:11:00,19,90,38,SALE,MOBILE,2743.88,261.69,198.58,2680.77,2680,0,,2023-02-06 18:11:00
1687,TXN00001687,2024-08-06 13:14:00,20,86,17,SALE,IN_STORE,2597.97,337.91,180.81,2440.87,2440,0,,2024-08-06 13:14:00
1688,TXN00001688,2024-09-15 18:01:00,18,99,44,SALE,IN_STORE,4909.54,394.3,361.22,4876.46,4876,0,,2024-09-15 18:01:00
1689,TXN00001689,2023-07-26 20:19:00,7,98,28,SALE,MOBILE,5127.75,110.66,401.37,5418.46,5418,0,,2023-07-26 20:19:00
1690,TXN00001690,2024-01-06 20:18:00,17,414,25,SALE,MOBILE,2709.03,82.63,210.11,2836.51,2836,0,,2024-01-06 20:18:00
1691,TXN00001691,2023-10-03 11:21:00,11,,11,SALE,MOBILE,1550.13,0.0,124.01,1674.14,1674,0,,2023-10-03 11:21:00
1692,TXN00001692,2023-10-06 15:53:00,20,312,31,SALE,ONLINE,5768.85,339.18,434.36,5864.03,5864,0,,2023-10-06 15:53:00
1693,TXN00001693,2024-07-16 16:12:00,9,411,38,SALE,ONLINE,275.8,41.37,18.75,253.18,253,0,,2024-07-16 16:12:00
1694,TXN00001694,2023-08-06 12:18:00,18,234,40,SALE,MOBILE,7738.92,629.72,568.73,7677.93,7677,0,,2023-08-06 12:18:00
1695,TXN00001695,2024-04-13 19:54:00,1,55,34,SALE,ONLINE,5568.14,314.14,420.32,5674.32,5674,0,,2024-04-13 19:54:00
1696,TXN00001696,2024-01-03 14:27:00,4,246,43,SALE,ONLINE,4142.42,286.6,308.47,4164.29,4164,0,,2024-01-03 14:27:00
1697,TXN00001697,2024-01-12 17:56:00,7,107,15,SALE,ONLINE,6359.7,629.71,458.4,6188.39,6188,0,,2024-01-12 17:56:00
1698,TXN00001698,2023-09-28 10:50:00,2,365,20,SALE,IN_STORE,5679.5,634.17,403.62,5448.95,5448,0,,2023-09-28 10:50:00
1699,TXN00001699,2023-09-04 16:20:00,2,350,42,SALE,ONLINE,4447.3,663.95,302.68,4086.03,4086,0,,2023-09-04 16:20:00
1700,TXN00001700,2024-07-26 21:03:00,8,209,36,SALE,MOBILE,3906.08,403.6,280.21,3782.69,3782,0,,2024-07-26 21:03:00
1701,TXN00001701,2024-09-17 18:13:00,20,496,42,SALE,MOBILE,1785.36,89.27,135.69,1831.78,1831,0,,2024-09-17 18:13:00
1702,TXN00001702,2024-01-21 20:30:00,16,269,21,SALE,ONLINE,764.48,0.0,61.16,825.64,825,0,,2024-01-21 20:30:00
1703,TXN00001703,2023-09-17 12:43:00,7,111,50,SALE,MOBILE,4478.18,711.6,301.33,4067.91,4067,0,,2023-09-17 12:43:00
1704,TXN00001704,2023-03-15 18:09:00,8,276,6,SALE,ONLINE,3068.64,251.94,225.34,3042.04,3042,0,,2023-03-15 18:09:00
1705,TXN00001705,2023-05-08 15:19:00,15,430,25,SALE,IN_STORE,2607.4,319.6,183.03,2470.83,2470,0,,2023-05-08 15:19:00
1706,TXN00001706,2023-02-12 16:39:00,15,357,19,SALE,MOBILE,3871.52,88.36,302.66,4085.82,4085,0,,2023-02-12 16:39:00
1707,TXN00001707,2024-04-01 19:29:00,19,98,27,SALE,MOBILE,4837.12,150.91,374.9,5061.11,5061,0,,2024-04-01 19:29:00
1708,TXN00001708,2023-06-03 08:55:00,10,,13,SALE,ONLINE,5937.55,0.0,475.0,6412.55,6412,0,,2023-06-03 08:55:00
1709,TXN00001709,2023-08-01 18:49:00,3,242,3,SALE,MOBILE,567.54,52.82,41.18,555.9,555,0,,2023-08-01 18:49:00
1710,TXN00001710,2023-02-04 20:26:00,19,379,48,SALE,ONLINE,1657.93,75.33,126.61,1709.21,1709,0,,2023-02-04 20:26:00
1711,TXN00001711,2023-12-08 18:42:00,8,491,3,SALE,MOBILE,3061.34,62.39,239.92,3238.87,3238,0,,2023-12-08 18:42:00
1712,TXN00001712,2024-08-07 19:05:00,2,15,20,SALE,MOBILE,121.38,0.0,9.71,131.09,131,0,,2024-08-07 19:05:00
1713,TXN00001713,2024-12-06 20:38:00,3,,33,SALE,IN_STORE,3789.45,26.79,301.01,4063.67,4063,0,,2024-12-06 20:38:00
1714,TXN00001714,2023-11-16 19:19:00,9,40,18,SALE,MOBILE,2780.8,378.12,192.22,2594.9,2594,0,,2023-11-16 19:19:00
1715,TXN00001715,2024-10-28 21:50:00,19,344,26,SALE,ONLINE,2665.39,227.19,195.06,2633.26,2633,0,,2024-10-28 21:50:00
1716,TXN00001716,2024-10-19 17:04:00,19,270,47,SALE,IN_STORE,1300.56,245.67,84.38,1139.27,1139,0,,2024-10-19 17:04:00
1717,TXN00001717,2023-10-20 21:01:00,6,466,28,SALE,IN_STORE,4072.84,85.18,319.01,4306.67,4306,0,,2023-10-20 21:01:00
1718,TXN00001718,2023-03-10 11:56:00,9,,25,SALE,IN_STORE,46.12,0.0,3.69,49.81,49,0,,2023-03-10 11:56:00
1719,TXN00001719,2023-08-07 16:37:00,10,125,47,SALE,MOBILE,1128.56,0.0,90.28,1218.84,1218,0,,2023-08-07 16:37:00
1720,TXN00001720,2023-11-03 21:19:00,11,234,17,SALE,ONLINE,2127.81,27.66,168.02,2268.17,2268,0,,2023-11-03 21:19:00
1721,TXN00001721,2024-11-19 10:58:00,1,383,20,SALE,IN_STORE,4535.23,273.56,340.93,4602.6,4602,0,,2024-11-19 10:58:00
1722,TXN00001722,2024-06-01 18:12:00,7,40,33,SALE,ONLINE,371.97,37.2,26.78,361.55,361,0,,2024-06-01 18:12:00
1723,TXN00001723,2023-03-22 13:13:00,14,274,21,SALE,ONLINE,7294.53,469.49,546.01,7371.05,7371,0,,2023-03-22 13:13:00
1724,TXN00001724,2024-08-14 16:19:00,20,,49,SALE,MOBILE,5276.37,500.41,382.07,5158.03,5158,0,,2024-08-14 16:19:00
1725,TXN00001725,2023-04-10 17:14:00,18,438,47,SALE,IN_STORE,2214.02,110.13,168.31,2272.2,2272,0,,2023-04-10 17:14:00
1726,TXN00001726,2024-01-30 11:16:00,3,444,11,SALE,IN_STORE,2843.15,478.29,189.19,2554.05,2554,0,,2024-01-30 11:16:00
1727,TXN00001727,2023-09-05 20:54:00,12,382,12,SALE,IN_STORE,93.74,14.06,6.37,86.05,86,0,,2023-09-05 20:54:00
1728,TXN00001728,2023-07-17 12:05:00,11,464,6,SALE,IN_STORE,285.0,0.0,22.8,307.8,307,0,,2023-07-17 12:05:00
1729,TXN00001729,2024-01-07 11:54:00,11,183,15,SALE,IN_STORE,440.85,88.17,28.21,380.89,380,0,,2024-01-07 11:54:00
1730,TXN00001730,2024-03-27 16:05:00,10,231,30,SALE,ONLINE,4162.18,631.56,282.45,3813.07,3813,0,,2024-03-27 16:05:00
1731,TXN00001731,2023-11-30 12:07:00,8,157,22,SALE,IN_STORE,7104.83,938.63,493.3,6659.5,6659,0,,2023-11-30 12:07:00
1732,TXN00001732,2024-09-24 19:51:00,14,43,7,SALE,MOBILE,1600.56,240.08,108.84,1469.32,1469,0,,2024-09-24 19:51:00
1733,TXN00001733,2023-01-18 08:57:00,13,48,27,SALE,MOBILE,5079.05,334.56,379.55,5124.04,5124,0,,2023-01-18 08:57:00
1734,TXN00001734,2023-12-31 18:25:00,3,256,50,SALE,ONLINE,4878.05,243.9,370.73,5004.88,5004,0,,2023-12-31 18:25:00
1735,TXN00001735,2024-05-23 17:51:00,17,139,36,SALE,MOBILE,3041.41,223.13,225.47,3043.75,3043,0,,2024-05-23 17:51:00
1736,TXN00001736,2023-05-30 08:02:00,2,81,8,SALE,IN_STORE,5137.16,388.83,379.86,5128.19,5128,0,,2023-05-30 08:02:00
1737,TXN00001737,2023-12-09 10:57:00,12,,19,SALE,MOBILE,6563.92,326.56,498.99,6736.35,6736,0,,2023-12-09 10:57:00
1738,TXN00001738,2023-07-06 12:00:00,6,426,3,SALE,MOBILE,3627.65,306.57,265.69,3586.77,3586,0,,2023-07-06 12:00:00
1739,TXN00001739,2024-10-11 16:46:00,1,43,22,SALE,MOBILE,2583.1,150.39,194.62,2627.33,2627,0,,2024-10-11 16:46:00
1740,TXN00001740,2024-05-18 16:32:00,5,287,25,SALE,MOBILE,6043.25,445.52,447.82,6045.55,6045,0,,2024-05-18 16:32:00
1741,TXN00001741,2023-05-22 21:37:00,14,454,47,SALE,IN_STORE,459.09,91.82,29.38,396.65,396,0,,2023-05-22 21:37:00
1742,TXN00001742,2023-10-14 15:53:00,13,,2,SALE,IN_STORE,6033.39,63.96,477.56,6446.99,6446,0,,2023-10-14 15:53:00
1743,TXN00001743,2024-08-23 20:48:00,9,267,20,SALE,IN_STORE,2290.16,213.88,166.1,2242.38,2242,0,,2024-08-23 20:48:00
1744,TXN00001744,2024-07-30 19:03:00,4,415,38,SALE,ONLINE,3695.07,48.92,291.7,3937.85,3937,0,,2024-07-30 19:03:00
1745,TXN00001745,2023-02-27 21:36:00,14,328,36,SALE,ONLINE,3832.99,283.99,283.93,3832.93,3832,0,,2023-02-27 21:36:00
1746,TXN00001746,2024-06-25 19:49:00,17,321,50,SALE,MOBILE,3371.67,93.68,262.24,3540.23,3540,0,,2024-06-25 19:49:00
1747,TXN00001747,2024-06-22 10:45:00,6,82,3,SALE,ONLINE,3674.31,118.29,284.48,3840.5,3840,0,,2024-06-22 10:45:00
1748,TXN00001748,2023-11-02 18:53:00,17,275,18,SALE,ONLINE,4073.2,604.99,277.46,3745.67,3745,0,,2023-11-02 18:53:00
1749,TXN00001749,2023-10-15 17:20:00,8,138,23,SALE,MOBILE,3881.66,274.86,288.54,3895.34,3895,0,,2023-10-15 17:20:00
1750,TXN00001750,2023-10-09 16:45:00,17,251,28,SALE,ONLINE,3976.88,589.46,271.0,3658.42,3658,0,,2023-10-09 16:45:00
1751,TXN00001751,2024-05-19 14:16:00,4,317,5,SALE,ONLINE,2842.78,370.3,197.8,2670.28,2670,0,,2024-05-19 14:16:00
1752,TXN00001752,2024-02-17 15:33:00,10,314,4,SALE,IN_STORE,5010.77,744.53,341.3,4607.54,4607,0,,2024-02-17 15:33:00
1753,TXN00001753,2023-12-02 17:30:00,7,44,11,SALE,ONLINE,6019.74,945.38,405.95,5480.31,5480,0,,2023-12-02 17:30:00
1754,TXN00001754,2024-10-05 16:49:00,14,291,3,SALE,ONLINE,1648.09,138.69,120.76,1630.16,1630,0,,2024-10-05 16:49:00
1755,TXN00001755,2024-07-20 08:04:00,7,154,26,SALE,ONLINE,3331.39,403.72,234.21,3161.88,3161,0,,2024-07-20 08:04:00
1756,TXN00001756,2023-09-25 12:26:00,4,168,38,SALE,IN_STORE,301.94,0.0,24.16,326.1,326,0,,2023-09-25 12:26:00
1757,TXN00001757,2024-05-11 21:17:00,2,224,37,SALE,IN_STORE,3764.97,377.14,271.04,3658.87,3658,0,,2024-05-11 21:17:00
1758,TXN00001758,2024-06-27 21:22:00,20,364,11,SALE,IN_STORE,2435.79,184.77,180.08,2431.1,2431,0,,2024-06-27 21:22:00
1759,TXN00001759,2023-01-21 18:31:00,7,441,27,SALE,ONLINE,3757.26,121.77,290.83,3926.32,3926,0,,2023-01-21 18:31:00
1760,TXN00001760,2023-10-01 12:47:00,13,263,43,SALE,MOBILE,2691.31,357.76,186.68,2520.23,2520,0,,2023-10-01 12:47:00
1761,TXN00001761,2024-04-12 15:23:00,4,34,20,SALE,MOBILE,1394.93,130.22,101.18,1365.89,1365,0,,2024-04-12 15:23:00
1762,TXN00001762,2023-10-10 17:34:00,7,220,50,SALE,MOBILE,3250.08,189.95,244.81,3304.94,3304,0,,2023-10-10 17:34:00
1763,TXN00001763,2023-12-25 14:49:00,9,223,20,SALE,MOBILE,1357.19,38.86,105.46,1423.79,1423,0,,2023-12-25 14:49:00
1764,TXN00001764,2023-08-04 18:53:00,9,363,7,SALE,ONLINE,4601.04,285.4,345.26,4660.9,4660,0,,2023-08-04 18:53:00
1765,TXN00001765,2023-01-03 21:37:00,19,73,20,SALE,IN_STORE,3316.42,424.44,231.36,3123.34,3123,0,,2023-01-03 21:37:00
1766,TXN00001766,2023-05-08 08:42:00,12,239,22,SALE,MOBILE,233.21,0.0,18.66,251.87,251,0,,2023-05-08 08:42:00
1767,TXN00001767,2023-10-22 17:16:00,15,393,31,SALE,IN_STORE,2185.65,0.0,174.85,2360.5,2360,0,,2023-10-22 17:16:00
1768,TXN00001768,2023-12-11 14:16:00,12,257,18,SALE,MOBILE,609.96,61.0,43.92,592.88,592,0,,2023-12-11 14:16:00
1769,TXN00001769,2024-06-30 13:56:00,10,,23,SALE,MOBILE,5028.96,214.21,385.18,5199.93,5199,0,,2024-06-30 13:56:00
1770,TXN00001770,2023-12-19 15:47:00,19,429,50,SALE,ONLINE,1768.71,138.49,130.42,1760.64,1760,0,,2023-12-19 15:47:00
1771,TXN00001771,2023-08-07 19:47:00,7,123,41,SALE,MOBILE,5684.11,673.61,400.85,5411.35,5411,0,,2023-08-07 19:47:00
1772,TXN00001772,2024-11-16 17:31:00,9,253,32,SALE,ONLINE,2666.42,71.18,207.61,2802.85,2802,0,,2024-11-16 17:31:00
1773,TXN00001773,2023-07-15 17:52:00,2,14,49,SALE,IN_STORE,1315.39,180.48,90.79,1225.7,1225,0,,2023-07-15 17:52:00
1774,TXN00001774,2024-08-09 20:41:00,2,236,12,SALE,MOBILE,4379.98,0.0,350.4,4730.38,4730,0,,2024-08-09 20:41:00
1775,TXN00001775,2023-06-09 09:47:00,4,361,29,SALE,ONLINE,4370.64,517.8,308.23,4161.07,4161,0,,2023-06-09 09:47:00
1776,TXN00001776,2023-09-03 13:56:00,7,250,35,SALE,IN_STORE,5127.36,396.7,378.45,5109.11,5109,0,,2023-09-03 13:56:00
1777,TXN00001777,2023-04-20 20:12:00,7,177,41,SALE,ONLINE,6257.53,368.32,471.14,6360.35,6360,0,,2023-04-20 20:12:00
1778,TXN00001778,2024-11-19 11:20:00,8,436,34,SALE,IN_STORE,2100.75,175.17,154.04,2079.62,2079,0,,2024-11-19 11:20:00
1779,TXN00001779,2023-08-22 20:23:00,2,345,47,SALE,ONLINE,5927.35,762.17,413.22,5578.4,5578,0,,2023-08-22 20:23:00
1780,TXN00001780,2023-03-11 10:56:00,9,410,11,SALE,IN_STORE,2348.98,318.18,162.47,2193.27,2193,0,,2023-03-11 10:56:00
1781,TXN00001781,2024-01-22 09:59:00,11,413,42,SALE,MOBILE,1123.4,56.17,85.38,1152.61,1152,0,,2024-01-22 09:59:00
1782,TXN00001782,2024-09-25 21:19:00,5,415,12,SALE,ONLINE,4138.83,184.24,316.37,4270.96,4270,0,,2024-09-25 21:19:00
1783,TXN00001783,2024-06-17 09:51:00,10,57,44,SALE,ONLINE,4985.18,126.88,388.66,5246.96,5246,0,,2024-06-17 09:51:00
1784,TXN00001784,2024-10-20 16:06:00,7,332,17,SALE,ONLINE,7401.15,761.4,531.18,7170.93,7170,0,,2024-10-20 16:06:00
1785,TXN00001785,2024-11-08 16:15:00,1,134,7,SALE,IN_STORE,517.86,52.08,37.26,503.04,503,0,,2024-11-08 16:15:00
1786,TXN00001786,2024-02-03 08:12:00,6,467,50,SALE,ONLINE,1006.68,201.34,64.43,869.77,869,0,,2024-02-03 08:12:00
1787,TXN00001787,2024-08-09 08:26:00,16,,31,SALE,ONLINE,7610.6,203.77,592.55,7999.38,7999,0,,2024-08-09 08:26:00
1788,TXN00001788,2023-04-07 15:09:00,3,95,34,SALE,MOBILE,1652.55,82.63,125.59,1695.51,1695,0,,2023-04-07 15:09:00
1789,TXN00001789,2023-11-03 09:32:00,18,,26,SALE,ONLINE,4584.59,258.01,346.13,4672.71,4672,0,,2023-11-03 09:32:00
1790,TXN00001790,2024-08-25 17:05:00,14,56,17,SALE,MOBILE,2183.9,365.79,145.45,1963.56,1963,0,,2024-08-25 17:05:00
1791,TXN00001791,2024-05-13 18:00:00,19,385,46,SALE,MOBILE,646.29,0.0,51.7,697.99,697,0,,2024-05-13 18:00:00
1792,TXN00001792,2024-01-18 16:36:00,2,36,35,SALE,IN_STORE,1259.76,0.0,100.78,1360.54,1360,0,,2024-01-18 16:36:00
1793,TXN00001793,2024-04-18 12:11:00,13,6,5,SALE,MOBILE,378.2,37.82,27.23,367.61,367,0,,2024-04-18 12:11:00
1794,TXN00001794,2023-06-25 14:50:00,5,175,8,SALE,ONLINE,844.98,84.5,60.84,821.32,821,0,,2023-06-25 14:50:00
1795,TXN00001795,2024-04-11 13:50:00,1,262,50,SALE,ONLINE,1555.87,215.35,107.23,1447.75,1447,0,,2024-04-11 13:50:00
1796,TXN00001796,2023-11-02 11:43:00,8,424,20,SALE,ONLINE,4434.65,548.47,310.9,4197.08,4197,0,,2023-11-02 11:43:00
1797,TXN00001797,2024-12-23 13:07:00,19,354,20,SALE,IN_STORE,455.3,22.77,34.6,467.13,467,0,,2024-12-23 13:07:00
1798,TXN00001798,2023-07-13 09:36:00,5,126,38,SALE,IN_STORE,3063.53,221.1,227.39,3069.82,3069,0,,2023-07-13 09:36:00
